id,name,aliases,visual_keywords,visual_description,recognition_hint
entity_CP_SWT_151,哥釉堆塑雀鹿蜂猴纹双梅耳瓶,堆塑雀鹿蜂猴纹双梅耳瓶|雀鹿蜂猴纹双瓶|鹿瓶,堆塑|鹿|猴|瓶,瓷质瓶，堆塑装饰，饰雀鹿蜂猴纹双梅耳纹，做工精细考究，形态端整大方。,雀鹿蜂猴纹双纹饰，可据此与同类器物区分。
entity_CP_SWT_152,浅绿釉瓜形壁瓶,浅瓜形壁瓶|绿瓶,绿釉|瓶,瓷质瓶，通体施绿釉，饰浅瓜形壁纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_153,石榴红釉持经罗汉,,石榴红|罗汉,瓷质器物，施石榴红釉，为釉持经罗汉形象，做工精细考究，形态端整大方。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_154,绿釉胜瓜形壁挂,,绿釉|陶塑,瓷质器物，通体施绿釉，饰胜瓜形壁挂纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_155,钧蓝釉玉兰花插,,钧蓝釉|兰,瓷质器物，通体施钧蓝釉，饰玉兰花插纹，做工精细考究，形态端整大方。,钧蓝釉色独特，可据此与同类器物区分。
entity_CP_SWT_156,翠毛釉六角瓶,六角瓶|翠毛瓶,瓶|陶塑,瓷质瓶，通体施翠毛釉，饰六角纹，做工精细考究，形态端整大方。,翠毛釉色独特，可据此与同类器物区分。
entity_CP_SWT_157,酱黄釉出戟方觚,酱出戟方觚|黄觚,黄釉|陶塑,瓷质觚，通体施黄釉，饰酱出戟方纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_158,窑变釉山子笔架,,陶塑,瓷质器物，饰窑变釉山子笔架纹，做工精细考究，形态端整大方。,窑变釉山子笔纹饰，可据此与同类器物区分。
entity_CP_SWT_159,蓝绿釉托瓶仕女,蓝托瓶仕女瓶|绿瓶|仕女瓶,绿釉|仕女|瓶,瓷质瓶，通体施绿釉，饰蓝托瓶仕女纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_161,翠毛釉筒式炉,翠毛筒式炉,炉|陶塑|广彩|瓷器,瓷质筒式炉，通体施翠毛釉，做工精细考究，形态端整大方。,翠毛釉色独特，筒式炉造型，可据此与同类器物区分。
entity_CP_SWT_162,黄釉念经和尚,,黄釉|陶塑,瓷质器物，通体施黄釉，饰念经和尚纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_163,素胎读书公,,素胎|陶塑,陶质器物，素胎无釉，饰读书公纹，做工精细考究，形态端整大方。,读书公纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_164,白釉欧阳修,,白釉|陶塑,瓷质器物，通体施白釉，饰欧阳修纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_165,酱黄釉双狮耳鼓型三足炉明,酱双狮耳鼓型炉|黄炉|狮炉,黄釉|狮|炉,瓷质炉，通体施黄釉，饰酱双狮耳鼓型三足炉明纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_166,蓝釉伯牙,,蓝釉|陶塑,瓷质器物，通体施蓝釉，饰伯牙纹，做工精细考究，形态端整大方。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_167,素胎鹌鹑,,素胎|陶塑,陶质器物，素胎无釉，饰鹌鹑纹，做工精细考究，形态端整大方。,鹌鹑纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_168,舒釉宝鸭穿莲壁挂,宝鸭穿莲壁挂,鸭|莲,瓷质器物，饰宝鸭穿莲壁挂纹，做工精细考究，形态端整大方。,宝鸭穿莲壁挂纹饰，可据此与同类器物区分。
entity_CP_SWT_169,哥釉双象耳杏心扁瓶,双象耳杏心扁瓶|象扁瓶,象|瓶,瓷质扁瓶，饰双象耳杏心纹，做工精细考究，形态端整大方。,双象耳杏心纹饰，可据此与同类器物区分。
entity_CP_SWT_170,绿釉秋叶形笔掭,,绿釉|陶塑,瓷质器物，通体施绿釉，饰秋叶形笔掭纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_171,粉蓝釉洗,粉洗|蓝洗,粉蓝釉|陶塑,瓷质洗，通体施蓝釉，饰粉、粉蓝釉纹，纹样层次分明。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_172,绿釉竹节纹壁挂,,绿釉|竹,瓷质器物，通体施绿釉，饰竹节纹壁挂纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_173,蟹壳青釉瓜形洗,蟹壳青瓜形洗,青釉|陶塑,瓷质瓜形洗，通体施蟹壳青釉，做工精细考究，形态端整大方。,蟹壳青与青双色，瓜形洗造型，可据此与同类器物区分。
entity_CP_SWT_174,酱黄釉竹节形炉,酱竹节形炉|黄炉,黄釉|竹|炉,瓷质炉，通体施黄釉，饰酱竹节形纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_175,绿釉巴夏礼夜壶,巴夏礼夜壶|绿壶,绿釉|壶,瓷质壶，通体施绿釉，饰巴夏礼夜纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_176,绿釉堆塑夜战马超图箭筒,夜战马超图箭图|绿图|马图,绿釉|堆塑|马,瓷质图，通体施绿釉，堆塑装饰，饰夜战马超图箭筒纹。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_177,素胎牛,,牛|素胎,陶质器物，素胎无釉，饰牛纹，做工精细考究，形态端整大方。,牛纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_178,青釉展翅鹤,,青釉|鹤,瓷质器物，通体施青釉，饰展翅鹤纹，做工精细考究，形态端整大方。,青釉色，可据此与同类器物区分。
entity_CP_SWT_179,舒釉“花笺记古珍藏板”书形盒,“花笺记古珍藏板”书形盒|“花笺记古珍盒,盒|陶塑,瓷质盒，饰“花笺记古珍藏板”书形纹，做工精细考究，形态端整大方。,“花笺记古珍纹饰，可据此与同类器物区分。
entity_CP_SWT_180,龙泉釉浮雕花纹双耳罐,龙泉釉花纹双罐|龙罐,浮雕|龙|罐,瓷质罐，浮雕工艺，饰龙泉釉花纹双耳纹，做工精细考究，形态端整大方。,龙泉釉花纹双纹饰，浮雕工艺，可据此与同类器物区分。
entity_CP_SWT_181,绿釉山子笔架,,绿釉|陶塑,瓷质器物，通体施绿釉，饰山子笔架纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_182,素胎打蚊公,,素胎|陶塑,陶质器物，素胎无釉，饰打蚊公纹，做工精细考究，形态端整大方。,打蚊公纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_183,粉蓝釉水丞,粉水丞|蓝水丞,粉蓝釉|陶塑,瓷质水丞，通体施蓝釉，饰粉、粉蓝釉纹，纹样层次分明。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_184,绿釉蟠龙纹壁瓶,蟠龙纹壁瓶|绿瓶|龙瓶,绿釉|龙|瓶,瓷质瓶，通体施绿釉，饰蟠龙纹壁纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_185,绿釉刻花纹仿古壶,纹仿古壶|绿壶,绿釉|壶,瓷质壶，通体施绿釉，饰纹仿古纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_186,簪花东坡,,陶塑,陶质器物，饰簪花东坡纹，做工精细考究，形态端整大方。,簪花东坡纹饰，可据此与同类器物区分。
entity_CP_SWT_187,哥釉持拂尘读书老人,持拂尘读书老人,陶塑,瓷质器物，饰持拂尘读书老人纹，做工精细考究，形态端整大方。,持拂尘读书老纹饰，可据此与同类器物区分。
entity_CP_SWT_188,渔樵问对立像,渔樵立像,渔樵|陶塑,陶质立像，为渔樵问对形象，做工精细考究，形态端整大方。,渔樵问对纹饰，可据此与同类器物区分。
entity_CP_SWT_189,花斑釉菊瓣盘,菊盘,菊|盘,瓷质盘，饰花斑釉菊瓣纹，做工精细考究，形态端整大方。,花斑釉菊瓣纹饰，可据此与同类器物区分。
entity_CP_SWT_190,葱白釉蟠龙纹双兽耳瓶,蟠龙纹双兽耳瓶|葱白瓶|龙瓶,白釉|龙|瓶,瓷质瓶，通体施葱白釉，饰蟠龙纹双兽耳纹，做工精细考究，形态端整大方。,葱白与白双色，可据此与同类器物区分。
entity_CP_SWT_191,白釉刘伶,,白釉|陶塑,瓷质器物，通体施白釉，饰刘伶纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_192,翠毛釉菊瓣盘,菊瓣盘|翠毛盘|菊盘,菊|盘,瓷质盘，通体施翠毛釉，饰菊瓣纹，做工精细考究，形态端整大方。,翠毛釉色独特，可据此与同类器物区分。
entity_CP_SWT_193,铁绣釉菊瓣盘,菊盘,菊|盘,瓷质盘，饰铁绣釉菊瓣纹，做工精细考究，形态端整大方。,铁绣釉菊瓣纹饰，可据此与同类器物区分。
entity_CP_SWT_194,白釉“福”字形酒壶,“福”字形酒壶|白酒壶,白釉|壶,瓷质酒壶，通体施白釉，饰“福”字形纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_195,三彩釉媳妇敬家姑,,陶塑,瓷质器物，饰三彩釉媳妇敬家姑纹，做工精细考究，形态端整大方。,三彩釉媳妇敬纹饰，可据此与同类器物区分。
entity_CP_SWT_196,酱黄釉狻猊形香熏炉,酱狻猊形香熏炉|黄炉,黄釉|炉,瓷质炉，通体施黄釉，饰酱狻猊形香熏纹，做工精细考究，形态端整大方。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_197,葱白釉八封琮式瓶,八封琮式瓶|葱白琮式瓶,白釉|瓶,瓷质琮式瓶，通体施葱白釉，饰八封纹，做工精细考究，形态端整大方。,葱白与白双色，琮式瓶造型，可据此与同类器物区分。
entity_CP_SWT_198,石榴红釉罗汉像,釉罗汉像|石榴红罗汉像|罗汉罗汉像,石榴红|罗汉,瓷质罗汉像，施石榴红釉，为釉、罗汉形象，纹样层次分明。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_199,白釉石山,,白釉|陶塑,瓷质器物，通体施白釉，饰石山纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_200,素胎展翅鸭,,鸭|素胎,陶质器物，素胎无釉，饰展翅鸭纹，做工精细考究，形态端整大方。,展翅鸭纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_201,素胎蟾,,蟾|素胎,陶质器物，素胎无釉，饰蟾纹，做工精细考究，形态端整大方。,蟾纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_202,玳瑁釉叶形笔掭,,陶塑,瓷质器物，施玳瑁釉，饰釉叶形笔掭纹，做工精细考究，形态端整大方。,玳瑁釉色，可据此与同类器物区分。
entity_CP_SWT_203,粉蓝釉双兽衔环耳瓜棱瓶,粉双兽衔环耳瓜棱瓶|蓝瓜棱瓶|粉蓝釉瓜棱瓶,粉蓝釉|瓶,瓷质瓜棱瓶，通体施蓝釉，饰粉双兽衔环耳、粉蓝釉纹。,蓝釉色，瓜棱瓶造型，可据此与同类器物区分。
entity_CP_SWT_204,舒釉花卉诗文枕,花卉诗文枕,花卉|陶塑,瓷质器物，饰花卉诗文枕纹，做工精细考究，形态端整大方。,花卉诗文枕纹饰，可据此与同类器物区分。
entity_CP_SWT_205,彩釉螃蟹篓,,陶塑,瓷质器物，饰彩釉螃蟹篓纹，做工精细考究，形态端整大方。,彩釉螃蟹篓纹饰，可据此与同类器物区分。
entity_CP_SWT_206,素胎浮雕龙纹狮纽盖双耳三足炉,龙纹狮纽盖双炉|龙炉,浮雕|龙|狮|炉|素胎,陶质炉，浮雕工艺，饰龙纹狮纽盖双耳三足纹，素胎技法精细。,龙纹狮纽盖双纹饰，浮雕工艺，可据此与同类器物区分。
entity_CP_SWT_207,白釉诗文双耳挂筒,,白釉|陶塑,瓷质器物，通体施白釉，饰诗文双耳挂筒纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_208,红釉狮,,红釉|狮,瓷质器物，通体施红釉，饰狮纹，做工精细考究，形态端整大方。,红釉色，可据此与同类器物区分。
entity_CP_SWT_209,紫红釉太白醉酒,,红釉|陶塑,瓷质器物，通体施红釉，为紫太白醉酒形象，做工精细考究，形态端整大方。,红釉色，太白醉酒题材，可据此与同类器物区分。
entity_CP_SWT_210,汝绿釉两格洗,汝两格洗|绿洗,绿釉|陶塑,瓷质洗，通体施绿釉，饰汝两格纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_211,玫瑰紫釉棒槌瓶,,瓶|陶塑,瓷质瓶，饰玫瑰紫釉棒槌纹，做工精细考究，形态端整大方。,玫瑰紫釉棒槌纹饰，可据此与同类器物区分。
entity_CP_SWT_212,刘海戏蟾,,蟾|陶塑,陶质器物，饰刘海戏蟾纹，做工精细考究，形态端整大方。,刘海戏蟾纹饰，可据此与同类器物区分。
entity_CP_SWT_213,灰白釉伏虎罗汉,,白釉|罗汉|虎,瓷质器物，通体施白釉，为灰伏虎罗汉形象，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_214,素胎达摩,,素胎|陶塑,陶质器物，素胎无釉，为达摩形象，做工精细考究，形态端整大方。,达摩纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_216,蓝釉茶壶,蓝茶壶,蓝釉|壶,瓷质茶壶，通体施蓝釉，做工精细考究，形态端整大方。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_217,绿釉刘海戏蟾,,绿釉|蟾,瓷质器物，通体施绿釉，饰刘海戏蟾纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_218,浅蓝釉骑象罗汉,,蓝釉|罗汉|象,瓷质器物，通体施蓝釉，为浅骑象罗汉形象，做工精细考究，形态端整大方。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_219,瓜皮绿釉梅瓶,瓜皮梅瓶|绿梅瓶|梅梅瓶,绿釉|梅|瓶,瓷质梅瓶，通体施绿釉，饰瓜皮、梅纹，纹样层次分明。,绿釉色，梅瓶造型，可据此与同类器物区分。
entity_CP_SWT_220,清晚期石湾窑白釉钟馗,白釉钟馗|钟馗钟|白钟,白釉|钟馗,瓷质钟，通体施白釉，为钟馗形象，做工精细考究，形态端整大方。,白釉色，钟馗题材，可据此与同类器物区分。
entity_CP_SWT_221,清中期石湾窑绿釉秋叶洗,绿釉秋叶洗|秋叶洗|绿洗,绿釉,瓷质洗，通体施绿釉，饰秋叶纹，做工精细考究，形态端整大方。,绿釉色，可据此与同类器物区分。
entity_CP_SWT_222,清石湾窑“云渔氏”款黑猫陶摆件,“云渔氏”款黑猫陶摆件|“云渔氏”款摆件|猫摆件,猫|摆件,陶质摆件，饰“云渔氏”款黑猫陶纹，做工精细考究，形态端整大方。,“云渔氏”款纹饰，可据此与同类器物区分。
entity_CP_SWT_223,清早期石湾窑祖唐居款黄釉寿字圆几,早期石湾窑祖唐居款黄釉寿字圆几|早期石湾窑祖几|黄几,黄釉|几,瓷质几，通体施黄釉，饰早期石湾窑祖唐居款寿字圆纹。,黄釉色，可据此与同类器物区分。
entity_CP_SWT_224,清石湾窑石榴红釉鹰,石榴红釉鹰,石榴红|鹰,瓷质器物，施石榴红釉，饰釉鹰纹，做工精细考究，形态端整大方。,石榴红釉色，可据此与同类器物区分。
entity_CP_SWT_225,清石湾窑南石堂款雕葡萄纹双耳瓶,南石堂款雕葡萄纹双耳瓶|南石堂款雕葡双耳瓶|葡萄双耳瓶,葡萄|双耳瓶,陶质双耳瓶，饰南石堂款雕葡萄纹，做工精细考究，形态端整大方。,南石堂款雕葡纹饰，可据此与同类器物区分。
entity_CP_SWT_226,民国石湾窑白釉坐莲观音,白釉坐莲观音,白釉|观音|莲,瓷质器物，通体施白釉，为坐莲观音形象，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_227,石湾窑葫芦仙,葫芦仙,葫芦,陶质器物，饰葫芦仙纹，做工精细考究，形态端整大方。,葫芦仙纹饰，可据此与同类器物区分。
entity_CP_SWT_228,民国石湾窑刘传白釉木鱼罗汉,刘传白釉木鱼罗汉,白釉|罗汉|鱼,瓷质器物，通体施白釉，为刘传木鱼罗汉形象，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_229,石湾窑白釉鹰,白釉鹰,白釉|鹰,瓷质器物，通体施白釉，饰鹰纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_230,清末民初石湾窑潘玉书青白釉贵妃醉酒,民初石湾窑潘玉书青白釉贵妃醉酒,白釉,瓷质器物，通体施青白釉，饰民初石湾窑潘玉书贵妃醉酒纹。,青白与白双色，可据此与同类器物区分。
entity_CP_SWT_231,清石湾窑红釉狮,红釉狮,红釉|狮,瓷质器物，通体施红釉，饰狮纹，做工精细考究，形态端整大方。,红釉色，可据此与同类器物区分。
entity_CP_SWT_232,石湾窑西施、貂婵、昭君、杨贵妃,西施、貂婵、昭君、杨贵妃,昭君,陶质器物，为西施、貂婵、昭君、杨贵妃形象，纹样层次分明。,昭君题材，可据此与同类器物区分。
entity_CP_SWT_233,石湾窑钟型瓶,钟型瓶,瓶,陶质瓶，饰钟型纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,钟型纹饰，可据此与同类器物区分。
entity_CP_SWT_234,民国石湾窑梁南隆制款素胎非洲狮,梁南隆制款素胎非洲狮,狮|素胎,陶质器物，素胎无釉，饰梁南隆制款非洲狮纹，做工精细考究，形态端整大方。,梁南隆制款非纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_235,陶塑蓝釉母子鸡,,蓝釉|陶塑|鸡,陶质器物，通体施蓝釉，饰陶塑母子鸡纹，做工精细考究，形态端整大方。,蓝釉色，可据此与同类器物区分。
entity_CP_SWT_236,石湾窑树头双猴,树头双猴,猴,陶质器物，饰树头双猴纹，做工精细考究，形态端整大方。,树头双猴纹饰，可据此与同类器物区分。
entity_CP_SWT_237,清末民初石湾窑刘佐朝素胎打蚊公,民初石湾窑刘佐朝素胎打蚊公,素胎,陶质器物，素胎无釉，饰民初石湾窑刘佐朝打蚊公纹，做工精细考究，形态端整大方。,民初石湾窑刘纹饰，素胎工艺，可据此与同类器物区分。
entity_CP_SWT_238,石湾窑醉翁,醉翁,陶塑,陶质器物，饰醉翁纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,醉翁纹饰，可据此与同类器物区分。
entity_CP_SWT_239,明石湾窑白釉八卦纹琮瓶,白釉八卦纹琮瓶|八卦纹琮瓶|白瓶,白釉|瓶,瓷质瓶，通体施白釉，饰八卦纹琮纹，做工精细考究，形态端整大方。,白釉色，可据此与同类器物区分。
entity_CP_SWT_240,清石湾窑黄古珍仿舒窑花笺书盒,黄古珍仿舒窑花笺书盒|黄古珍仿舒窑盒,盒,陶质盒，饰黄古珍仿舒窑花笺书纹，做工精细考究，形态端整大方。,黄古珍仿舒窑纹饰，可据此与同类器物区分。
entity_CP_SWT_241,石湾窑报喜,报喜,陶塑,陶质器物，饰报喜纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,报喜纹饰，可据此与同类器物区分。
entity_CP_SWT_242,石湾窑卧牛,卧牛,牛,陶质器物，饰卧牛纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,卧牛纹饰，可据此与同类器物区分。
entity_CP_SWT_243,明石湾窑吴南石堂款陶觚,吴南石堂款陶觚,陶塑,陶质觚，饰吴南石堂款陶纹，做工精细考究，形态端整大方。,吴南石堂款陶纹饰，可据此与同类器物区分。
entity_CP_SWT_244,清晚期石湾窑仿钧月白玫瑰紫色釉棒锤瓶,仿钧月白玫瑰紫色釉棒锤瓶|仿钧月白玫瑰瓶,瓶,瓷质瓶，饰仿钧月白玫瑰紫色釉棒锤纹，做工精细考究，形态端整大方。,仿钧月白玫瑰纹饰，可据此与同类器物区分。
entity_CP_SWT_245,清晚期石湾窑葱白釉持经观音,葱白釉持经观音,白釉|观音,瓷质器物，通体施葱白釉，为持经观音形象，做工精细考究，形态端整大方。,葱白与白双色，可据此与同类器物区分。
entity_CP_SWT_246,清中期石湾窑钧蓝釉瞌睡老人,钧蓝釉瞌睡老人,钧蓝釉,瓷质器物，通体施钧蓝釉，饰瞌睡老人纹，做工精细考究，形态端整大方。,钧蓝釉色独特，可据此与同类器物区分。
entity_CP_SWT_247,清中期石湾窑钧蓝釉蟹形水仙盆,钧蓝釉蟹形水仙盆|蟹形水仙盆|钧蓝盆,钧蓝釉|盆,瓷质盆，通体施钧蓝釉，饰蟹形水仙纹，做工精细考究，形态端整大方。,钧蓝釉色独特，可据此与同类器物区分。
entity_CP_SHBL_001,民国套红蚀地加官进爵图,套红蚀地加官进爵图|蚀地加官进爵图|套红图|套色玻璃图,套色玻璃|蚀刻,玻璃质图，施套红釉，蚀刻工艺，饰蚀地加官进爵、套色玻璃纹。,套红釉色，加官进爵题材，蚀刻工艺。
entity_CP_SHBL_002,民国套蓝蚀刻风帆出峡图,套蓝蚀刻风帆出峡图|套蓝风帆出峡图|套色玻璃图,蚀刻|套色玻璃,玻璃质图，蚀刻工艺，饰套蓝风帆出峡、套色玻璃纹，纹样层次分明。,套蓝风帆出峡纹饰，蚀刻工艺，可据此与同类器物区分。
entity_CP_SHBL_003,民国套绿蚀地荷花图,套绿蚀地荷花图|套色玻璃图,套色玻璃|蚀刻,玻璃质图，蚀刻工艺，饰套绿蚀地荷花、套色玻璃纹，纹样层次分明。,套绿蚀地荷花纹饰，蚀刻工艺，可据此与同类器物区分。
entity_CP_SHBL_004,民国套黄蚀花钱币、铜镜图,套黄蚀花钱币、铜镜图|套黄蚀花钱币图|套色玻璃图,铜镜|套色玻璃|蚀刻,玻璃质图，蚀刻工艺，饰套黄蚀花钱币、铜镜、套色玻璃纹。,套黄蚀花钱币纹饰，蚀刻工艺，可据此与同类器物区分。
entity_CP_XYD_001,象牙镂空彩绘渔家乐图折扇,象牙渔家乐折扇|彩绘折扇,象牙|镂空|折扇,瓷质折扇，以彩绘绘饰，镂空工艺，饰象牙渔家乐纹，做工精细考究，形态端整大方。,彩绘釉色，渔家乐题材，镂空工艺。
entity_CP_XYD_002,象牙纸面绘竹纹折扇,象牙纸面绘竹折扇,象牙|竹|折扇,象牙质折扇，饰象牙纸面绘竹纹，做工精细考究，形态端整大方。,象牙纸面绘竹纹饰，可据此与同类器物区分。
entity_CP_XYD_003,杂骨纸面人物纹折扇,杂骨纸面人物折扇|人物折扇,人物|折扇|象牙,象牙质折扇，饰杂骨纸面人物纹，做工精细考究，形态端整大方。,杂骨纸面人物纹饰，可据此与同类器物区分。
entity_CP_XYD_004,象牙镂空山水花卉纹折扇,象牙山水花卉折扇|花卉折扇,象牙|镂空|花卉|山水|折扇,象牙质折扇，镂空工艺，饰象牙山水花卉纹，做工精细考究，形态端整大方。,象牙山水花卉纹饰，镂空工艺，可据此与同类器物区分。
entity_CP_XYD_005,象牙绫面绣花折扇,象牙绫面折扇,象牙|折扇,象牙质折扇，饰象牙绫面纹，做工精细考究，形态端整大方。,象牙绫面纹饰，可据此与同类器物区分。
entity_CP_XYD_006,象牙镂丝人物纹折扇,象牙人物折扇|人物折扇,象牙|镂丝|人物|折扇,象牙质折扇，饰象牙人物纹，做工精细考究，形态端整大方。,象牙人物纹饰，可据此与同类器物区分。
entity_CP_XYD_007,十九世纪象牙广绣花蝶纹双面扇,十九世纪象牙扇|花蝶扇,象牙|广绣|花蝶|扇,象牙质扇，饰十九世纪象牙广蝶纹双面、花蝶纹，纹样层次分明。,十九世纪象牙纹饰，可据此与同类器物区分。
entity_CP_XYD_008,《龙的传人——54层象牙球》,龙的传人——54层象牙球|龙的传人,象牙|龙|折扇,象牙质器物，绘《龙的传人——54层象牙球》图景，画面见《龙的传人——54层象牙球》等形象。,《龙的传人——54层象牙球》主题象牙质器物，画面内容独特。
entity_CP_XYD_009,十九世纪透雕山水人物纹象牙扇,十九世纪山水扇|人物扇,象牙|透雕|人物|山水|扇,象牙质扇，透雕工艺，饰十九世纪山水人物纹象牙纹，做工精细考究，形态端整大方。,十九世纪山水纹饰，透雕工艺，可据此与同类器物区分。
entity_CP_XYD_010,幸福童年,,象牙|折扇,象牙质器物，饰幸福童年纹，做工精细考究，形态端整大方。,幸福童年纹饰，可据此与同类器物区分。
entity_CP_XYD_011,11层孔雀龙头船,11层孔雀龙船|孔雀船,孔雀|龙|船,象牙质船，饰11层孔雀龙头纹，做工精细考究，形态端整大方。,11层孔雀龙纹饰，可据此与同类器物区分。
entity_CP_XYD_012,23层异型牙球花篮,23层异型牙花篮,象牙|折扇,象牙质花篮，饰23层异型牙球纹，做工精细考究，形态端整大方。,23层异型牙纹饰，可据此与同类器物区分。
entity_CP_XYD_013,25寸牙雕《撒网船》,25寸牙雕《船,牙雕|船|象牙,象牙质船，饰25寸牙雕《撒网船》纹，做工精细考究，形态端整大方。,25寸牙雕《纹饰，可据此与同类器物区分。
entity_CP_XYD_014,清中期镂刻楼阁人物纹方盒,镂刻楼阁人物纹方盒|镂刻楼阁人物方盒|人物方盒,人物|盒|象牙,象牙质方盒，饰镂刻楼阁人物纹，做工精细考究，形态端整大方。,镂刻楼阁人物纹饰，可据此与同类器物区分。
entity_CP_XYD_015,刻双龙出水诗文笔筒,刻双龙出水诗笔筒|龙笔筒,龙|笔筒|象牙,象牙质笔筒，饰刻双龙出水诗文纹，做工精细考究，形态端整大方。,刻双龙出水诗纹饰，可据此与同类器物区分。
entity_CP_YD_001,清海南锡胎椰雕温酒壶,海南锡胎椰雕温酒壶|海南锡胎椰雕酒壶|锡胎酒壶,椰雕|锡胎|壶,玉质酒壶，饰海南锡胎椰雕温纹，做工精细考究，形态端整大方。,海南锡胎椰雕纹饰，可据此与同类器物区分。
entity_CP_LD_001,清榄雕船舫,榄雕船舫|榄雕船舫船,榄雕|船|核雕,核质船，饰榄雕船舫纹，做工精细考究，形态端整大方。,榄雕船舫纹饰，可据此与同类器物区分。
entity_CP_YDIAO_001,鱼纹佩,鱼佩,鱼|佩|玉雕,玉质佩，饰鱼纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,鱼纹饰，可据此与同类器物区分。
entity_CP_YDIAO_002,蚕纹环,蚕环,蚕|环|玉雕,玉质环，饰蚕纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,蚕纹饰，可据此与同类器物区分。
entity_CP_YDIAO_003,谷纹剑璲,,玉雕|玉器,玉质器物，饰谷纹剑璲纹，做工精细考究，形态端整大方。,谷纹剑璲纹饰，可据此与同类器物区分。
entity_CP_YDIAO_004,玉蝉,,蝉|玉雕|玉器,玉质器物，饰玉蝉纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,玉蝉纹饰，可据此与同类器物区分。
entity_CP_YDIAO_005,玉琮,,琮|玉雕|玉器,玉质琮，饰玉纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,玉纹饰，可据此与同类器物区分。
entity_CP_YDIAO_006,龙头扣,龙扣,龙|扣|玉雕,玉质扣，饰龙头纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,龙头纹饰，可据此与同类器物区分。
entity_CP_YDIAO_007,龙形蚕纹佩,龙形蚕佩|龙佩,龙|蚕|佩,玉质佩，饰龙形蚕纹，做工精细考究，形态端整大方，视觉特征鲜明独特。,龙形蚕纹饰，可据此与同类器物区分。
