id,name,description,craft,location,aliases,visual_keywords,visual_description,recognition_hint
entity_JZ_SD_001,正门前石狮,大门前屹立着一对活泼可爱、神态祥和的石狮子。东边雄狮脚踩石球，傲视远方；西边雌狮抱扶小狮。石狮子口含光滑石圆球，能在口腔里自如滚动却不会掉出。石狮基座高88厘米，宽120厘米，厚40厘米，四面均为象征吉祥如意的高浮雕纹饰，有"虎虎生威""狮子戏球""鱼跃龙门""五骏图""丹凤朝阳""石上大吉""创大业、儿孙永发"等。基座条边上还刻着竹节。,石雕,首进正门前两侧,石雕正门前石狮,石雕|正门前石狮|石狮|狮子|雌狮|小狮|动物,西边雌狮抱扶小狮。石狮子口含光滑石圆球，能在口腔里自如滚动却不会掉出。,重点识别石狮、狮子、雌狮、小狮、动物等可见特征。
entity_JZ_SD_002,金蟾吐瑞气,雕饰为金蟾口吐瑞气。金蟾是民间传说中能吞吐金钱的灵物，民间尊称旺财神兽。,石雕,首进正门台阶石垂带,石雕金蟾吐瑞气,石雕|金蟾吐瑞气|金蟾|动物,该石雕建筑装饰以“金蟾吐瑞气”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别金蟾、动物等可见特征。
entity_JZ_SD_003,日神、月神,男性为日神，女性为月神，手拿阴阳镜、照妖镜。,石雕,首进正门两侧石鼓基座,石雕日神、月神|日神月神,石雕|日神|月神|阴阳镜|照妖镜,男性为日神，女性为月神，手拿阴阳镜、照妖镜。,重点识别阴阳镜、照妖镜等可见特征。
entity_JZ_SD_004,八仙,雕有八仙图。八仙即钟离汉、张果老、韩湘子、铁拐李、曹国舅、吕洞宾、蓝采和和何仙姑，各持法宝。,石雕,书院大门石雀替及两侧石鼓基座,石雕八仙,石雕|八仙|吕洞宾|法宝,雕有八仙图。八仙即钟离汉、张果老、韩湘子、铁拐李、曹国舅、吕洞宾、蓝采和和何仙姑，各持法宝。,重点识别吕洞宾、法宝等可见特征。
entity_JZ_SD_005,木棉花开,木棉花每年农历二、三月份先开花后长叶，花冠五瓣，橙黄色或橙红色。此图雕木棉花开，鸟雀集聚。,石雕,首进正门石鼓基座,石雕木棉花开,石雕|木棉花开|橙红色|橙黄色|木棉花|红色|鸟雀|动物|植物纹样,木棉花每年农历二、三月份先开花后长叶，花冠五瓣，橙黄色或橙红色。此图雕木棉花开，鸟雀集聚。,重点识别橙红色、橙黄色、木棉花、红色、鸟雀等可见特征。
entity_JZ_SD_006,子孙兴旺,荔枝、葡萄、老鼠三者巧妙构成的图案。荔枝与"利子"谐音；葡萄多籽象征多子多孙；老鼠繁殖能力强，为十二生肖之首"子鼠"。,石雕,首进正门石鼓基座,石雕子孙兴旺,石雕|子孙兴旺|老鼠|葡萄|动物|植物纹样,荔枝、葡萄、老鼠三者巧妙构成的图案。,重点识别老鼠、葡萄、动物、植物纹样等可见特征。
entity_JZ_SD_007,六合同春,鹿、鹤均为祥禽瑞兽，鹤象征长寿，"鹿"与"禄"同音。"鹿鹤"与"六合"谐音，六合泛指天下。,石雕,首进正门石墙裙,石雕六合同春,石雕|六合同春,该石雕建筑装饰以“六合同春”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“六合同春”题材与石雕表现形式进行识别。
entity_JZ_SD_008,喜上眉梢,两只喜鹊登在梅花枝头。取"梅"与"眉"同音。,石雕,首进正门墙裙,石雕喜上眉梢,石雕|喜上眉梢|喜鹊|梅花|植物纹样,两只喜鹊登在梅花枝头。,重点识别喜鹊、梅花、植物纹样等可见特征。
entity_JZ_SD_009,封侯挂印,图中大印挂枝头，"蜂""猴"与"封侯"谐音。,石雕,首进正门石墙裙,石雕封侯挂印,石雕|封侯挂印|人物,图中大印挂枝头，"蜂""猴"与"封侯"谐音。,重点结合“封侯挂印”题材与石雕表现形式进行识别。
entity_JZ_SD_010,一路连科,两只鹭鸶在盛开的莲花下觅食。取"鹭"与"路"、"莲"与"连"的谐音。,石雕,首进正门石墙裙,石雕一路连科,石雕|一路连科,该石雕建筑装饰以“一路连科”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“一路连科”题材与石雕表现形式进行识别。
entity_JZ_SD_011,蟾宫折桂,传说月亮之中有兔、桂树、蟾蜍，此图用兔暗喻蟾宫折桂。,石雕,首进正门石墙裙,石雕蟾宫折桂,石雕|蟾宫折桂,该石雕建筑装饰以“蟾宫折桂”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“蟾宫折桂”题材与石雕表现形式进行识别。
entity_JZ_SD_012,麒麟吐玉书,传说孔子出生前，有麒麟在曲阜吐出玉版，上刻"水精之子孙，衰周而素王"字样。,石雕,首进正门石墙裙,石雕麒麟吐玉书,石雕|麒麟吐玉书|麒麟|玉书|动物,该石雕建筑装饰以“麒麟吐玉书”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别麒麟、玉书、动物等可见特征。
entity_JZ_SD_013,刘海戏金蟾,传说刘海道号海蟾子，16岁考上进士，50岁当丞相。一老道士以垒鸡蛋比喻仕途危险，刘海大彻大悟，辞官隐居成仙。图中刘海立于山石上与三足金蟾相戏。,石雕,首进中路北面檐廊石栏板,石雕刘海戏金蟾,石雕|刘海戏金蟾|道士|金蟾|山石|刘海|人物|动物,一老道士以垒鸡蛋比喻仕途危险，刘海大彻大悟，辞官隐居成仙。图中刘海立于山石上与三足金蟾相戏。,重点识别道士、金蟾、山石、刘海、动物等可见特征。
entity_JZ_SD_014,英雄图,取"鹰"与"英"、"鹿"和"禄"的谐音，并取雄狮之"雄"，合称"英雄双禄"。,石雕,首进中路北面檐廊石栏板,英雄|石雕英雄图,石雕|英雄图|人物,该石雕建筑装饰以“英雄图”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“英雄图”题材与石雕表现形式进行识别。
entity_JZ_SD_015,太狮少狮,古代太师、太傅、太保为"三公"，少师、少傅、少保为"三少"。以大狮小狮为饰，"狮"与"师"同音。,石雕,首进中路北面檐廊石栏板,石雕太狮少狮,石雕|太狮少狮|动物,该石雕建筑装饰以“太狮少狮”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“太狮少狮”题材与石雕表现形式判断。
entity_JZ_SD_016,福禄寿,取"鹿"与"禄"谐音，蝙蝠的"蝠"与"福"谐音，山石为寿石，三者组成图案。,石雕,首进东路北面檐廊石栏板,石雕福禄寿,石雕|福禄寿|蝙蝠|山石|动物,取"鹿"与"禄"谐音，蝙蝠的"蝠"与"福"谐音，山石为寿石，三者组成图案。,重点识别蝙蝠、山石、动物等可见特征。
entity_JZ_SD_017,踏雪寻梅,源自唐代诗人孟浩然的故事。孟浩然年四十赴长安应进士不第，回乡途中阻雪于南阳，冒着大雪骑驴到霸陵赏梅。,石雕,首进西路北面檐廊石栏板,石雕踏雪寻梅,石雕|踏雪寻梅,该石雕建筑装饰以“踏雪寻梅”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“踏雪寻梅”题材与石雕表现形式进行识别。
entity_JZ_SD_018,太平有象,禹登上王位后天下安乐太平，九嶷山下有白象在舜帝坟前耕土，被视为天下太平的瑞应。,石雕,首进西路北面檐廊石栏板,石雕太平有象,石雕|太平有象|动物,该石雕建筑装饰以“太平有象”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“太平有象”题材与石雕表现形式判断。
entity_JZ_SD_019,苏武牧羊,苏武奉命出使西域被匈奴扣押，流放至北海牧羊十九年，秉持汉节誓不投降。,石雕,首进西路北面檐廊石栏板,石雕苏武牧羊,石雕|苏武牧羊|苏武|动物,该石雕建筑装饰以“苏武牧羊”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别苏武、动物等可见特征。
entity_JZ_SD_020,独占鳌头,鳌鱼为传说中海中大龟。唐宋时宫殿前陛阶上刻有巨鳌浮雕，殿试进士发榜时状元站在鳌头处迎榜。,石雕,首进西路北面石雀替,石雕独占鳌头,石雕|独占鳌头|浮雕|宫殿,唐宋时宫殿前陛阶上刻有巨鳌浮雕，殿试进士发榜时状元站在鳌头处迎榜。,重点识别浮雕、宫殿等可见特征。
entity_JZ_SD_021,丹凤朝阳,凤凰为百鸟之首，出现是天下太平的象征。"丹凤朝阳"出自《诗经·大雅·卷阿》。图中两只丹凤口衔诏书，面向朝阳。,石雕,中进聚贤堂南面檐廊石栏板,石雕丹凤朝阳,石雕|丹凤朝阳|人物,图中两只丹凤口衔诏书，面向朝阳。,重点结合“丹凤朝阳”题材与石雕表现形式进行识别。
entity_JZ_SD_022,福寿双全,蝙蝠展开双翅，口衔"寿"字绳结。"蝠"与"福"谐音。,石雕,中进聚贤堂南面檐廊石栏板,石雕福寿双全,石雕|福寿双全,该石雕建筑装饰以“福寿双全”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“福寿双全”题材与石雕表现形式进行识别。
entity_JZ_SD_023,暗八仙,八仙的法宝：荷花、宝剑、芭蕉扇、渔鼓、花篮、葫芦、笛子、拍板。,石雕,中进聚贤堂北面檐廊石栏板,石雕暗八仙,石雕|暗八仙|法宝|宝剑|荷花|葫芦|八仙|剑|植物纹样,八仙的法宝：荷花、宝剑、芭蕉扇、渔鼓、花篮、葫芦、笛子、拍板。,重点识别法宝、宝剑、荷花、葫芦、八仙等可见特征。
entity_JZ_SD_024,麒麟,麒麟是传说中的仁兽，与龙、凤、龟并称"四灵"，形状似鹿，头有独角。,石雕,中进聚贤堂北面檐廊石栏板[OCR存疑],石雕麒麟,石雕|麒麟|动物,该石雕建筑装饰以“麒麟”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“麒麟”题材与石雕表现形式判断。
entity_JZ_SD_025,麻姑献寿,麻姑为仙女，住蓬莱仙岛。王母三月三寿辰时，麻姑在绛珠河畔以灵芝酿酒献寿。图中麻姑手捧蟠桃。,石雕,中进东路南面檐廊石栏板,石雕麻姑献寿,石雕|麻姑献寿|仙女|献寿|麻姑|人物,麻姑为仙女，住蓬莱仙岛。图中麻姑手捧蟠桃。,重点识别仙女、献寿、麻姑等可见特征。
entity_JZ_SD_026,吹箫引凤,箫史擅长吹箫学凤鸣，秦穆公之女弄玉从其学箫，后两人结为夫妻。某夜合奏时龙凤飞来，二人乘龙凤升天成仙。,石雕,中进东路南面檐廊石栏板,石雕吹箫引凤,石雕|吹箫引凤,该石雕建筑装饰以“吹箫引凤”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“吹箫引凤”题材与石雕表现形式进行识别。
entity_JZ_SD_027,画龙点睛,梁朝画家张僧繇在安东寺壁上画四条金龙但不点眼珠，称点睛则龙会飞走。众人不信，张僧繇为两条龙点睛后，雷电交加，两条龙破壁飞去。,石雕,中进东路南面檐廊石栏板,石雕画龙点睛,石雕|画龙点睛,该石雕建筑装饰以“画龙点睛”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“画龙点睛”题材与石雕表现形式进行识别。
entity_JZ_SD_028,九世同居,唐高宗时张姓人家九世同居，皇帝请教诀窍，老翁写了一百多个"忍"字。此石雕用九只狮子相嬉，"狮"谐"世"。,石雕,中进东路北面檐廊石栏板,石雕九世同居,石雕|九世同居|狮子|动物,此石雕用九只狮子相嬉，"狮"谐"世"。,重点识别狮子、动物等可见特征。
entity_JZ_SD_029,赵颜求寿,取材于《三国演义》。管辂见赵颜眉间有死气，教其携酒肉到南山求寿。赵颜在南山遇到主管生死的北斗、南斗两位老人，南斗在赵颜名下十九岁前加"九"字，寿至九十九岁。,石雕,中进西路南面檐廊石栏板,石雕赵颜求寿,石雕|赵颜求寿,该石雕建筑装饰以“赵颜求寿”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“赵颜求寿”题材与石雕表现形式进行识别。
entity_JZ_SD_030,佛手瓜果,佛手瓜为岭南佳果，因形似佛手得名。,石雕,中进西路南面檐廊石栏板,石雕佛手瓜果,石雕|佛手瓜果|瓜果|佛手,该石雕建筑装饰以“佛手瓜果”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别瓜果、佛手等可见特征。
entity_JZ_SD_031,宝鸭穿莲,两只鸭子相向游戏在莲花丛中。"鸭"与"甲"相近，"莲甲"谐音"连甲"。,石雕,后进中路南面檐廊石栏板,石雕宝鸭穿莲,石雕|宝鸭穿莲|植物纹样,该石雕建筑装饰以“宝鸭穿莲”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别植物纹样特征，并结合“宝鸭穿莲”题材与石雕表现形式判断。
entity_JZ_SD_032,风云际会,《易·乾》载"云从龙，风从虎"。图中龙虎之间刻有"禹门"两字，寓意鲤鱼跳龙门。,石雕,后进中路南面檐廊石栏板,石雕风云际会,石雕|风云际会|鲤鱼|人物|动物,图中龙虎之间刻有"禹门"两字，寓意鲤鱼跳龙门。,重点识别鲤鱼、动物等可见特征。
entity_JZ_SD_033,龙凤呈祥,龙象征皇权，凤凰象征美丽、仁爱。图中龙凤之间刻有"禹门"两字。,石雕,后进中路南面檐廊石栏板,石雕龙凤呈祥,石雕|龙凤呈祥|龙凤|人物,图中龙凤之间刻有"禹门"两字。,重点识别龙凤特征，并结合“龙凤呈祥”题材与石雕表现形式判断。
entity_JZ_SD_034,榴开雀聚,石榴多籽象征子孙昌盛，"雀"与"爵"同音含爵禄相聚之意。,石雕,后进东路南面檐廊石栏板,石雕榴开雀聚,石雕|榴开雀聚,该石雕建筑装饰以“榴开雀聚”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“榴开雀聚”题材与石雕表现形式进行识别。
entity_JZ_SD_035,狮子滚绣球,传说雌雄二狮相戏时毛缠成球，小狮子从中而生。,石雕,后进东路南面檐廊石栏板,石雕狮子滚绣球,石雕|狮子滚绣球|狮子|绣球|动物,该石雕建筑装饰以“狮子滚绣球”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别狮子、绣球、动物等可见特征。
entity_JZ_SD_036,壮士斗牛,一壮士力斗两头牛。斗牛是农耕文化的表现。,石雕,后进西路南面檐廊石栏板,石雕壮士斗牛,石雕|壮士斗牛|动物,该石雕建筑装饰以“壮士斗牛”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别动物特征，并结合“壮士斗牛”题材与石雕表现形式判断。
entity_JZ_SD_037,天下文明,两只成年孔雀相向而立，两只小孔雀对嘴亲昵。古人认为孔雀有九德。,石雕,后进西路南面檐廊石栏板,石雕天下文明,石雕|天下文明,该石雕建筑装饰以“天下文明”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“天下文明”题材与石雕表现形式进行识别。
entity_JZ_SD_038,天官赐福,天官为道教三官之一，职掌赐福。旁有善财童子，手持"三田和合"吉语条幅。,石雕,首进正门南面石柱挑头,石雕天官赐福,石雕|天官赐福,旁有善财童子，手持"三田和合"吉语条幅。,重点结合“天官赐福”题材与石雕表现形式进行识别。
entity_JZ_SD_039,状元及第,高中状元者身穿官服，身后童子手举华盖和"状元及第"条幅。,石雕,首进正门南面石柱挑头,石雕状元及第,石雕|状元及第,该石雕建筑装饰以“状元及第”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“状元及第”题材与石雕表现形式进行识别。
entity_JZ_SD_040,渭水访贤,取材于《封神演义》。周文王亲往渭水拜访姜子牙，封为灵台丞相。,石雕,首进中路北面石柱挑头,石雕渭水访贤,石雕|渭水访贤,该石雕建筑装饰以“渭水访贤”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“渭水访贤”题材与石雕表现形式进行识别。
entity_JZ_SD_041,孔明智收姜维,取材于《三国演义》。孔明巧设妙计收降姜维，高兴地说"今遇伯约，吾愿足矣"。,石雕,首进中路北面石柱挑头,石雕孔明智收姜维,石雕|孔明智收姜维|姜维|孔明,孔明巧设妙计收降姜维，高兴地说"今遇伯约，吾愿足矣"。,重点识别姜维、孔明等可见特征。
entity_JZ_SD_042,引福归堂,钟馗一手执扇，一手引蝙蝠归堂。蝙蝠从天而降意为福从天降。,石雕,首进中路北面石柱挑头,石雕引福归堂,石雕|引福归堂|蝙蝠|钟馗|动物,钟馗一手执扇，一手引蝙蝠归堂。,重点识别蝙蝠、钟馗、动物等可见特征。
entity_JZ_SD_043,太白退番书,取材于《隋唐演义》。李白要高力士脱靴、杨贵妃捧砚，代皇帝书写诏书回复蕃国。,石雕,首进西路北面石柱挑头,石雕太白退番书,石雕|太白退番书|书写|李白|太白,李白要高力士脱靴、杨贵妃捧砚，代皇帝书写诏书回复蕃国。,重点识别书写、李白、太白等可见特征。
entity_JZ_SD_044,知音,伯牙弹琴志在泰山时钟子期说"巍巍乎若泰山"，志在流水时说"洋洋乎若流水"。子期死后伯牙摔琴不再弹。,石雕,首进西路北面石柱挑头,石雕知音,石雕|知音,该石雕建筑装饰以“知音”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“知音”题材与石雕表现形式进行识别。
entity_JZ_SD_045,曾子杀猪,取材于《韩非子》。曾子妻子哄儿子说回家杀猪给他吃，曾子为言出必行真的杀猪。,石雕,首进西路北面石柱挑头,石雕曾子杀猪,石雕|曾子杀猪,该石雕建筑装饰以“曾子杀猪”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“曾子杀猪”题材与石雕表现形式进行识别。
entity_JZ_SD_046,指日高升,天官身穿朝服，身旁童子手执"指日高升"条幅。,石雕,中进聚贤堂北面石柱挑头,石雕指日高升,石雕|指日高升,该石雕建筑装饰以“指日高升”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“指日高升”题材与石雕表现形式进行识别。
entity_JZ_SD_047,加官进爵,天官加冠打扮，"加冠"与"加官"谐音。童子手执"加官进爵"条幅。,石雕,中进聚贤堂北面石柱挑头,石雕加官进爵,石雕|加官进爵,该石雕建筑装饰以“加官进爵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“加官进爵”题材与石雕表现形式进行识别。
entity_JZ_SD_048,张飞夜战马超,取材于《三国演义》。张飞与马超激战葭萌关，大战二百多回合不分胜负，张飞请命夜战。后诸葛亮巧设妙计收降马超。,石雕,中进聚贤堂石柱挑头,石雕张飞夜战马超,石雕|张飞夜战马超|张飞|动物,该石雕建筑装饰以“张飞夜战马超”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别张飞、动物等可见特征。
entity_JZ_SD_049,穆桂英挂帅,取材于《杨家将》。穆桂英在余太君劝说下挂帅出征抵御西夏。图中穆桂英头戴缨冠、身穿战袍。,石雕,中进东路南面石柱挑头,石雕穆桂英挂帅,石雕|穆桂英挂帅|穆桂英|人物,图中穆桂英头戴缨冠、身穿战袍。,重点识别穆桂英特征，并结合“穆桂英挂帅”题材与石雕表现形式判断。
entity_JZ_SD_050,三英战吕布,取材于《三国演义》。张飞、关羽、刘备三兄弟围住吕布走马灯般轮流厮杀，吕布虚晃一戟逃回虎牢关。,石雕,中进西路南面石柱挑头,石雕三英战吕布,石雕|三英战吕布|刘备|关羽|张飞|动物,张飞、关羽、刘备三兄弟围住吕布走马灯般轮流厮杀，吕布虚晃一戟逃回虎牢关。,重点识别刘备、关羽、张飞、动物等可见特征。
entity_JZ_SD_051,天姬送子,七仙女与董永诀别后，董永高中状元，七仙女特送回爱子。图中七姐怀抱婴儿在仙女陪伴下降临人间。,石雕,后进中路南面石柱挑头,石雕天姬送子,石雕|天姬送子|仙女|送子|人物,图中七姐怀抱婴儿在仙女陪伴下降临人间。,重点识别仙女、送子等可见特征。
entity_JZ_SD_052,和合二仙,寒山与拾得被清雍正帝封为和圣、合圣。寒山手执荷花谐"和"字，拾得拿食盒谐"合"字。,石雕,后进东路南面石柱挑头,石雕和合二仙,石雕|和合二仙,该石雕建筑装饰以“和合二仙”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“和合二仙”题材与石雕表现形式进行识别。
entity_JZ_SD_053,满地金银,财神手举铜钱，童子手执"满地金银"条幅。,石雕,后进东路南面石柱挑头,石雕满地金银,石雕|满地金银,该石雕建筑装饰以“满地金银”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“满地金银”题材与石雕表现形式进行识别。
entity_JZ_SD_054,吉祥如意,如意是古代官员上朝手持的信物，用丝绸连结如意称为"吉祥如意"。,石雕,中进东路南面斗拱,石雕吉祥如意,石雕|吉祥如意,如意是古代官员上朝手持的信物，用丝绸连结如意称为"吉祥如意"。,重点结合“吉祥如意”题材与石雕表现形式进行识别。
entity_JZ_SD_055,双福捧寿,两只蝙蝠相对捧着"寿"字。,石雕,中进月台石栏杆,石雕双福捧寿,石雕|双福捧寿,该石雕建筑装饰以“双福捧寿”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“双福捧寿”题材与石雕表现形式进行识别。
entity_JZ_SD_056,三阳开泰,"""羊""与""祥""通假，取""阳""与""羊""谐音。《易经》以正月为泰卦，象征阴消阳长。",石雕,中进月台雕饰,石雕三阳开泰,石雕|三阳开泰,该石雕建筑装饰以“三阳开泰”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“三阳开泰”题材与石雕表现形式进行识别。
entity_JZ_SD_057,月台望柱头,栏杆柱头雕有菠萝、杨桃、仙桃、佛手、桔子等岭南佳果。,石雕,聚贤堂月台栏杆望柱头,石雕月台望柱头,石雕|月台望柱头|望柱头|望柱|柱头|佛手,栏杆柱头雕有菠萝、杨桃、仙桃、佛手、桔子等岭南佳果。,重点识别望柱头、望柱、柱头、佛手等可见特征。
entity_JZ_TS_001,龙戏珠,龙戏珠图案，珠多有火焰升腾，下面是滔滔海水，如火球跃出海面，让人联想到太阳升起在海平面的情景。,陶塑,首进中路南面（OCR"首进中路南面、比…"，疑含北面）,陶塑龙戏珠,陶塑|龙戏珠|海水|火焰,龙戏珠图案，珠多有火焰升腾，下面是滔滔海水，如火球跃出海面，让人联想到太阳升起在海平面的情景。,重点识别海水、火焰等可见特征。
entity_JZ_TS_002,榴开百子、四季平安,榴开百子（榴开得子）：以石榴图案为装饰。四季平安：图案由花瓶与月季组成，月季花每月都开花，也称长春花，代表一年四季；"瓶"与"平"谐音。,陶塑,首进中路南面、北面,陶塑榴开百子、四季平安|榴开百子四季平安,陶塑|榴开百子|四季平安|月季|石榴|花瓶|植物纹样,榴开百子（榴开得子）：以石榴图案为装饰。四季平安：图案由花瓶与月季组成，月季花每月都开花，也称长春花，代表一年四季；,重点识别月季、石榴、花瓶、植物纹样等可见特征。
entity_JZ_TS_003,六郎斩子,取自《杨家将》。为破天门阵，元帅杨六郎派子杨宗保到穆柯寨去讨降龙木。杨宗保被穆桂英擒获，桂英爱其才貌，迫宗保成亲。杨六郎闻宗保被擒，亲至穆柯寨营救，败于穆桂英，愤怒而归。宗保回营，六郎责其临阵招亲，决按军法斩之。孟良、焦赞、佘太君、八贤王请求赦免，六郎执意不从。穆桂英得知消息后下山献出降龙木，并愿破天门阵，六郎许赦宗保。宗保、桂英披挂上阵，夫妻二人大破天门阵。,陶塑,首进中路南面,陶塑六郎斩子,陶塑|六郎斩子|穆桂英|杨六郎|杨宗保,为破天门阵，元帅杨六郎派子杨宗保到穆柯寨去讨降龙木。杨宗保被穆桂英擒获，桂英爱其才貌，迫宗保成亲。,重点识别穆桂英、杨六郎、杨宗保等可见特征。
entity_JZ_TS_004,四郎探母,取自《杨家将》。北宋时，辽兵犯中原，设下双龙会，杨令公率家将金沙滩赴会，杨四郎被俘，后招为驸马。十五年后，佘太君为破天门阵亲自挂帅，领兵对阵。四郎听闻欲回宋营探母，但无令箭不得出关。得铁镜公主同情，公主乘上殿时藉儿啼哭为由骗得令箭玩耍，将之带回交予四郎，使其得以乘夜出关探母。,陶塑,首进中路南面,陶塑四郎探母,陶塑|四郎探母,该陶塑建筑装饰以“四郎探母”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“四郎探母”题材与陶塑表现形式进行识别。
entity_JZ_TS_005,商山四皓,秦末汉初（公元前200年左右）的东园公、角（lù）里先生、绮里季和夏黄公四位著名学者，因不满秦王暴政，一齐弃官隐居商山。刘邦称帝后多次请他们出山为官都被拒绝。后刘邦宠幸戚夫人，打算另立太子。吕后得知，采用张良的计策，由太子刘盈（后继位为汉惠帝）亲自坐马车送张良的信到商山，诚意相邀，终于感动四老，入汉辅助太子。刘邦见太子有此四人辅助，叹道"羽翼已成，难动矣"，由此打消改立太子的意图。四隐士出山时都80有余，眉皓发白，故被称为"商山四皓"。,陶塑,中进东路北面、首进中路北面,陶塑商山四皓,陶塑|商山四皓,该陶塑建筑装饰以“商山四皓”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“商山四皓”题材与陶塑表现形式进行识别。
entity_JZ_TS_006,羲之换鹅（羲之爱鹅、写经换鹅）,典故出自《晋中兴书》。王羲之，字逸少，号澹斋，官至右军将军、会稽内史，是东晋（317年-420年）的大书法家，被后人尊为"书圣"。王羲之认为养鹅不仅可以陶冶情操，还能从鹅的某些体态姿势上领悟到书法执笔、运笔的道理。有一次，王羲之听闻山阴（今浙江绍兴）有一道士养了群白鹅，特意去观看，喜欢上这群白鹅，便希望道士能把鹅卖给他。道士说"倘若右军大人想要，就请代我书写一部道家《黄庭经》吧！"王羲之求鹅心切，欣然答应，写完即高兴地把鹅拿走了。,陶塑,首进中路北面,羲之爱鹅|写经换鹅|羲之换鹅|陶塑羲之换鹅,陶塑|羲之爱鹅|写经换鹅|羲之换鹅|道士|书写,道士说"倘若右军大人想要，就请代我书写一部道家《黄庭经》吧！,重点识别道士、书写等可见特征。
entity_JZ_TS_007,刘备过江招亲,故事取自《三国演义》，是戏曲《龙凤呈祥》的一折。刘备借东吴的荆州不还，周瑜向孙权献计，以其妹孙尚香为饵，设下美人计，诱刘备过江招亲，趁机扣为人质，以讨还荆州。诸葛亮将计就计，使孙刘联姻弄假成真，使东吴赔了夫人又折兵。脊饰中间所塑的"金陵"是故事发生的重要地点，是当时东吴的政治中心，后改称建业。,陶塑,首进中路东侧南面,陶塑刘备过江招亲,陶塑|刘备过江招亲|刘备,该陶塑建筑装饰以“刘备过江招亲”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别刘备特征，并结合“刘备过江招亲”题材与陶塑表现形式判断。
entity_JZ_TS_008,武王伐纣,取自《封神演义》。姜太公钓于渭水之滨，周文王访之而拜为相。文王死后，姜太公辅佐武王，修德振武，以求兴周。商纣王登位，终日沉溺酒色，荒废朝政。周武王顺应民意，筑起将台，拜姜子牙（中间白须者）为将，更有黄飞虎（右四）、哪吒（左五，脚踩风火轮、手拿乾坤圈者）、杨戬（左六）、雷震子（左一，背有翅膀者）、黄天化（右一）等名将辅佐，牧野大战，一举灭商。,陶塑,首进中路东侧北面,陶塑武王伐纣,陶塑|武王伐纣,周武王顺应民意，筑起将台，拜姜子牙（中间白须者）为将，更有黄飞虎（右四）、哪吒（左五，脚踩风火轮、手拿乾坤圈者）、杨戬（左六）、雷震子（左一，背有翅膀者）、黄天化（右一）等名将辅佐，牧野大战，一举灭商。,重点结合“武王伐纣”题材与陶塑表现形式进行识别。
