work_id,work_name,relationship_type,target_name,target_type,evidence
entity_JZ_SD_042,引福归堂,HAS_MEANING,辟邪祈福,CulturalMeaning,镇宅避邪、引福归堂
entity_JZ_SD_042,引福归堂,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_043,太白退番书,DEPICTS,李白,StoryCharacter,李白、高力士、杨贵妃、唐玄宗
entity_JZ_SD_043,太白退番书,DEPICTS,高力士,StoryCharacter,高力士脱靴
entity_JZ_SD_043,太白退番书,DEPICTS,杨贵妃,StoryCharacter,杨贵妃捧砚
entity_JZ_SD_043,太白退番书,DEPICTS,唐玄宗,StoryCharacter,唐玄宗
entity_JZ_SD_043,太白退番书,HAS_MEANING,才华横溢,CulturalMeaning,才高傲物、不惧权贵
entity_JZ_SD_043,太白退番书,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_044,知音,DEPICTS,伯牙,StoryCharacter,知音故事主角
entity_JZ_SD_044,知音,DEPICTS,钟子期,StoryCharacter,知音故事主角
entity_JZ_SD_044,知音,HAS_MEANING,情谊深厚,CulturalMeaning,知音难觅、知己可贵
entity_JZ_SD_044,知音,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_045,曾子杀猪,DEPICTS,曾子,StoryCharacter,曾子杀猪
entity_JZ_SD_045,曾子杀猪,HAS_MEANING,诚信立身,CulturalMeaning,诚信、言出必行
entity_JZ_SD_045,曾子杀猪,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_046,指日高升,DEPICTS,天官,StoryCharacter,天官、童子
entity_JZ_SD_046,指日高升,DEPICTS,童子,StoryCharacter,天官、童子
entity_JZ_SD_046,指日高升,HAS_MEANING,加官进禄,CulturalMeaning,步步高升
entity_JZ_SD_046,指日高升,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_047,加官进爵,DEPICTS,天官,StoryCharacter,天官、童子
entity_JZ_SD_047,加官进爵,DEPICTS,童子,StoryCharacter,天官、童子
entity_JZ_SD_047,加官进爵,HAS_MEANING,加官进禄,CulturalMeaning,升官进爵
entity_JZ_SD_047,加官进爵,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_048,张飞夜战马超,DEPICTS,张飞,StoryCharacter,张飞夜战马超
entity_JZ_SD_048,张飞夜战马超,DEPICTS,马超,StoryCharacter,张飞夜战马超
entity_JZ_SD_048,张飞夜战马超,DEPICTS,诸葛亮,StoryCharacter,诸葛亮观阵
entity_JZ_SD_048,张飞夜战马超,HAS_MEANING,英雄气概,CulturalMeaning,英勇善战
entity_JZ_SD_048,张飞夜战马超,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_049,穆桂英挂帅,DEPICTS,穆桂英,StoryCharacter,穆桂英挂帅
entity_JZ_SD_049,穆桂英挂帅,DEPICTS,佘太君,StoryCharacter,佘太君劝说
entity_JZ_SD_049,穆桂英挂帅,HAS_MEANING,巾帼英雄,CulturalMeaning,巾帼英雄、精忠报国
entity_JZ_SD_049,穆桂英挂帅,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_050,三英战吕布,DEPICTS,张飞,StoryCharacter,三英战吕布
entity_JZ_SD_050,三英战吕布,DEPICTS,关羽,StoryCharacter,三英战吕布
entity_JZ_SD_050,三英战吕布,DEPICTS,刘备,StoryCharacter,三英战吕布
entity_JZ_SD_050,三英战吕布,DEPICTS,吕布,StoryCharacter,三英战吕布
entity_JZ_SD_050,三英战吕布,HAS_MEANING,英雄气概,CulturalMeaning,忠义勇武
entity_JZ_SD_050,三英战吕布,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_051,天姬送子,DEPICTS,七仙女,StoryCharacter,天姬怀抱婴儿
entity_JZ_SD_051,天姬送子,DEPICTS,董永,StoryCharacter,董永
entity_JZ_SD_051,天姬送子,HAS_MEANING,子孙繁衍,CulturalMeaning,子嗣昌盛
entity_JZ_SD_051,天姬送子,HAS_MEANING,科举及第,CulturalMeaning,高中功名
entity_JZ_SD_051,天姬送子,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_052,和合二仙,DEPICTS,寒山,StoryCharacter,和合二仙
entity_JZ_SD_052,和合二仙,DEPICTS,拾得,StoryCharacter,和合二仙
entity_JZ_SD_052,和合二仙,HAS_MEANING,姻缘美满,CulturalMeaning,夫妻和谐合好、美满幸福
entity_JZ_SD_052,和合二仙,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_053,满地金银,DEPICTS,财神,StoryCharacter,财神、童子
entity_JZ_SD_053,满地金银,DEPICTS,童子,StoryCharacter,财神、童子
entity_JZ_SD_053,满地金银,HAS_MEANING,富贵吉祥,CulturalMeaning,祈求富贵
entity_JZ_SD_053,满地金银,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_SD_054,吉祥如意,HAS_MEANING,吉祥喜庆,CulturalMeaning,吉祥如意
entity_JZ_SD_054,吉祥如意,USES_TECHNIQUE,浮雕,CraftTechnique,浮雕
entity_JZ_SD_055,双福捧寿,HAS_MEANING,福寿安康,CulturalMeaning,双福捧寿
entity_JZ_SD_055,双福捧寿,USES_TECHNIQUE,镂雕,CraftTechnique,镂雕
entity_JZ_SD_056,三阳开泰,HAS_MEANING,吉祥喜庆,CulturalMeaning,春回大地、万物复苏、吉祥开泰
entity_JZ_SD_056,三阳开泰,USES_TECHNIQUE,镂雕,CraftTechnique,镂雕
entity_JZ_SD_057,月台望柱头,HAS_MEANING,地方风物,CulturalMeaning,岭南风情
entity_JZ_SD_057,月台望柱头,HAS_MEANING,孝道伦理,CulturalMeaning,祭祀祖先的虔诚敬意
entity_JZ_SD_057,月台望柱头,USES_TECHNIQUE,圆雕,CraftTechnique,圆雕
entity_JZ_TS_001,龙戏珠,HAS_MEANING,自然崇拜,CulturalMeaning,龙崇拜、太阳崇拜
entity_JZ_TS_001,龙戏珠,HAS_MEANING,生命不息,CulturalMeaning,传承不息
entity_JZ_TS_001,龙戏珠,USES_TECHNIQUE,贴塑,CraftTechnique,贴塑
entity_JZ_TS_001,龙戏珠,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_002,榴开百子、四季平安,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙昌盛
entity_JZ_TS_002,榴开百子、四季平安,HAS_MEANING,顺遂平安,CulturalMeaning,四季平安
entity_JZ_TS_002,榴开百子、四季平安,USES_TECHNIQUE,贴塑,CraftTechnique,贴塑
entity_JZ_TS_003,六郎斩子,DEPICTS,杨六郎,StoryCharacter,杨六郎斩子
entity_JZ_TS_003,六郎斩子,DEPICTS,杨宗保,StoryCharacter,杨宗保
entity_JZ_TS_003,六郎斩子,DEPICTS,穆桂英,StoryCharacter,穆桂英
entity_JZ_TS_003,六郎斩子,HAS_MEANING,忠义报国,CulturalMeaning,忠勇报国、军令如山
entity_JZ_TS_003,六郎斩子,HAS_MEANING,姻缘美满,CulturalMeaning,婚姻与军事矛盾化解
entity_JZ_TS_003,六郎斩子,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_003,六郎斩子,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_004,四郎探母,DEPICTS,杨四郎,StoryCharacter,四郎探母
entity_JZ_TS_004,四郎探母,DEPICTS,佘太君,StoryCharacter,佘太君
entity_JZ_TS_004,四郎探母,DEPICTS,铁镜公主,StoryCharacter,铁镜公主
entity_JZ_TS_004,四郎探母,HAS_MEANING,孝道伦理,CulturalMeaning,忠孝两难、家国情怀
entity_JZ_TS_004,四郎探母,HAS_MEANING,情谊深厚,CulturalMeaning,情义
entity_JZ_TS_004,四郎探母,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_004,四郎探母,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_005,商山四皓,DEPICTS,东园公,StoryCharacter,商山四皓
entity_JZ_TS_005,商山四皓,DEPICTS,角里先生,StoryCharacter,商山四皓
entity_JZ_TS_005,商山四皓,DEPICTS,绮里季,StoryCharacter,商山四皓
entity_JZ_TS_005,商山四皓,DEPICTS,夏黄公,StoryCharacter,商山四皓
entity_JZ_TS_005,商山四皓,HAS_MEANING,文人雅趣,CulturalMeaning,高士隐士
entity_JZ_TS_005,商山四皓,HAS_MEANING,智慧谋略,CulturalMeaning,辅佐太子
entity_JZ_TS_005,商山四皓,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_005,商山四皓,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_006,羲之换鹅,DEPICTS,王羲之,StoryCharacter,王羲之换鹅
entity_JZ_TS_006,羲之换鹅,DEPICTS,道士,StoryCharacter,山阴道士
entity_JZ_TS_006,羲之换鹅,HAS_MEANING,文人雅趣,CulturalMeaning,文人雅趣、书法艺术
entity_JZ_TS_006,羲之换鹅,HAS_MEANING,才华横溢,CulturalMeaning,书法艺术
entity_JZ_TS_006,羲之换鹅,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_006,羲之换鹅,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_007,刘备过江招亲,DEPICTS,刘备,StoryCharacter,刘备过江招亲
entity_JZ_TS_007,刘备过江招亲,DEPICTS,孙尚香,StoryCharacter,孙尚香
entity_JZ_TS_007,刘备过江招亲,DEPICTS,孙权,StoryCharacter,孙权
entity_JZ_TS_007,刘备过江招亲,DEPICTS,周瑜,StoryCharacter,周瑜献计
entity_JZ_TS_007,刘备过江招亲,DEPICTS,诸葛亮,StoryCharacter,诸葛亮将计就计
entity_JZ_TS_007,刘备过江招亲,HAS_MEANING,智慧谋略,CulturalMeaning,神机妙算、智谋胜于武力
entity_JZ_TS_007,刘备过江招亲,HAS_MEANING,姻缘美满,CulturalMeaning,良缘天成
entity_JZ_TS_007,刘备过江招亲,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_007,刘备过江招亲,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_008,武王伐纣,DEPICTS,周武王,StoryCharacter,周武王拜将
entity_JZ_TS_008,武王伐纣,DEPICTS,姜子牙,StoryCharacter,姜子牙为将
entity_JZ_TS_008,武王伐纣,DEPICTS,黄飞虎,StoryCharacter,名将辅佐
entity_JZ_TS_008,武王伐纣,DEPICTS,哪吒,StoryCharacter,名将辅佐
entity_JZ_TS_008,武王伐纣,DEPICTS,杨戬,StoryCharacter,名将辅佐
entity_JZ_TS_008,武王伐纣,DEPICTS,雷震子,StoryCharacter,名将辅佐
entity_JZ_TS_008,武王伐纣,DEPICTS,黄天化,StoryCharacter,名将辅佐
entity_JZ_TS_008,武王伐纣,HAS_MEANING,忠义报国,CulturalMeaning,顺天应人、讨伐暴君
entity_JZ_TS_008,武王伐纣,HAS_MEANING,智慧谋略,CulturalMeaning,得道多助
entity_JZ_TS_008,武王伐纣,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_008,武王伐纣,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_009,平贵勇降烈马,DEPICTS,薛平贵,StoryCharacter,薛平贵勇降烈马
entity_JZ_TS_009,平贵勇降烈马,HAS_MEANING,英雄气概,CulturalMeaning,英雄不畏艰难、终成大器
entity_JZ_TS_009,平贵勇降烈马,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_009,平贵勇降烈马,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,HAS_MEANING,富贵吉祥,CulturalMeaning,荣华富贵
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,HAS_MEANING,祥瑞象征,CulturalMeaning,祥瑞
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,HAS_MEANING,姻缘美满,CulturalMeaning,美满幸福
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,USES_TECHNIQUE,镂雕,CraftTechnique,花板内镂
entity_JZ_TS_011,松鹤延年（松鹤同春、松鹤长春）,HAS_MEANING,福寿安康,CulturalMeaning,健康长寿
entity_JZ_TS_011,松鹤延年（松鹤同春、松鹤长春）,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_012,凤衔诰（凤衔诏、凤衔书）,HAS_MEANING,加官进禄,CulturalMeaning,加官进爵、皇恩浩荡
entity_JZ_TS_012,凤衔诰（凤衔诏、凤衔书）,USES_TECHNIQUE,贴塑,CraftTechnique,凤凰贴塑
entity_JZ_TS_013,麒麟吐玉书（麒麟送书）,HAS_MEANING,祥瑞象征,CulturalMeaning,祥瑞降临、圣贤诞生
entity_JZ_TS_013,麒麟吐玉书（麒麟送书）,USES_TECHNIQUE,贴塑,CraftTechnique,瑞兽贴塑
entity_JZ_TS_014,智收南郡,DEPICTS,诸葛亮,StoryCharacter,诸葛亮调兵遣将
entity_JZ_TS_014,智收南郡,DEPICTS,周瑜,StoryCharacter,周瑜攻南郡
entity_JZ_TS_014,智收南郡,DEPICTS,曹仁,StoryCharacter,曹仁守南郡
entity_JZ_TS_014,智收南郡,DEPICTS,陈矫,StoryCharacter,陈矫
entity_JZ_TS_014,智收南郡,DEPICTS,赵云,StoryCharacter,赵云占领南郡
entity_JZ_TS_014,智收南郡,HAS_MEANING,智慧谋略,CulturalMeaning,智谋、军事较量
entity_JZ_TS_014,智收南郡,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_014,智收南郡,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_015,长寿富贵,HAS_MEANING,福寿安康,CulturalMeaning,长寿
entity_JZ_TS_015,长寿富贵,HAS_MEANING,富贵吉祥,CulturalMeaning,富贵
entity_JZ_TS_015,长寿富贵,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_016,卸甲封王,DEPICTS,郭子仪,StoryCharacter,郭子仪奏报平叛
entity_JZ_TS_016,卸甲封王,DEPICTS,唐肃宗,StoryCharacter,唐肃宗封王
entity_JZ_TS_016,卸甲封王,HAS_MEANING,建功立业,CulturalMeaning,功成名就
entity_JZ_TS_016,卸甲封王,HAS_MEANING,福寿安康,CulturalMeaning,福寿双全、子孙满堂
entity_JZ_TS_016,卸甲封王,HAS_MEANING,加官进禄,CulturalMeaning,官高爵显
entity_JZ_TS_016,卸甲封王,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_016,卸甲封王,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_017,三多（三多图）,HAS_MEANING,子孙繁衍,CulturalMeaning,多子
entity_JZ_TS_017,三多（三多图）,HAS_MEANING,福运福气,CulturalMeaning,多福
entity_JZ_TS_017,三多（三多图）,HAS_MEANING,福寿安康,CulturalMeaning,多寿
entity_JZ_TS_017,三多（三多图）,USES_TECHNIQUE,贴塑,CraftTechnique,瓜果贴塑
entity_JZ_TS_018,博古图,HAS_MEANING,文人雅趣,CulturalMeaning,博学多识、雅好古玩
entity_JZ_TS_018,博古图,USES_TECHNIQUE,贴塑,CraftTechnique,器物贴塑
entity_JZ_TS_019,凤戏牡丹（中进聚贤堂）,HAS_MEANING,富贵吉祥,CulturalMeaning,荣华富贵
entity_JZ_TS_019,凤戏牡丹（中进聚贤堂）,HAS_MEANING,祥瑞象征,CulturalMeaning,祥瑞
entity_JZ_TS_019,凤戏牡丹（中进聚贤堂）,HAS_MEANING,姻缘美满,CulturalMeaning,美满幸福
entity_JZ_TS_019,凤戏牡丹（中进聚贤堂）,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_020,鳌鱼（螭吻、鸱吻）,HAS_MEANING,防火辟邪,CulturalMeaning,镇火防火
entity_JZ_TS_020,鳌鱼（螭吻、鸱吻）,HAS_MEANING,科举及第,CulturalMeaning,状元及第、独占鳌头
entity_JZ_TS_020,鳌鱼（螭吻、鸱吻）,USES_TECHNIQUE,贴塑,CraftTechnique,瑞兽造型
entity_JZ_TS_021,瓜瓞连绵,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙万代、世代绵长
entity_JZ_TS_021,瓜瓞连绵,HAS_MEANING,姻缘美满,CulturalMeaning,良缘之喜
entity_JZ_TS_021,瓜瓞连绵,USES_TECHNIQUE,贴塑,CraftTechnique,瓜果藤蔓贴塑
entity_JZ_TS_022,子孙万代（福禄绵长）,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙万代
entity_JZ_TS_022,子孙万代（福禄绵长）,HAS_MEANING,福运福气,CulturalMeaning,福禄绵长
entity_JZ_TS_022,子孙万代（福禄绵长）,USES_TECHNIQUE,贴塑,CraftTechnique,藤蔓葫芦贴塑
entity_JZ_TS_023,群仙祝寿,HAS_MEANING,福寿安康,CulturalMeaning,群仙祝寿
entity_JZ_TS_023,群仙祝寿,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_024,加官图（冠上加官）,HAS_MEANING,加官进禄,CulturalMeaning,加官进爵、官场得意
entity_JZ_TS_024,加官图（冠上加官）,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_025,花开富贵,HAS_MEANING,富贵吉祥,CulturalMeaning,花开富贵、繁荣昌盛
entity_JZ_TS_025,花开富贵,USES_TECHNIQUE,贴塑,CraftTechnique,花卉贴塑
entity_JZ_TS_026,玉堂长寿富贵,HAS_MEANING,福寿安康,CulturalMeaning,长寿
entity_JZ_TS_026,玉堂长寿富贵,HAS_MEANING,富贵吉祥,CulturalMeaning,富贵
entity_JZ_TS_026,玉堂长寿富贵,HAS_MEANING,加官进禄,CulturalMeaning,玉堂、官高位显
entity_JZ_TS_026,玉堂长寿富贵,USES_TECHNIQUE,贴塑,CraftTechnique,花鸟贴塑
entity_JZ_TS_027,和合二仙（和合二圣）,DEPICTS,寒山,StoryCharacter,和合二仙
entity_JZ_TS_027,和合二仙（和合二圣）,DEPICTS,拾得,StoryCharacter,和合二仙
entity_JZ_TS_027,和合二仙（和合二圣）,HAS_MEANING,姻缘美满,CulturalMeaning,婚姻和合、家庭和睦
entity_JZ_TS_027,和合二仙（和合二圣）,USES_TECHNIQUE,贴塑,CraftTechnique,人物贴塑
entity_JZ_TS_028,福寿双全,HAS_MEANING,福寿安康,CulturalMeaning,福寿双全
entity_JZ_TS_028,福寿双全,USES_TECHNIQUE,贴塑,CraftTechnique,吉祥贴塑
entity_JZ_TS_029,麒麟送子,HAS_MEANING,子孙繁衍,CulturalMeaning,麒麟送子、早生贵子
entity_JZ_TS_029,麒麟送子,HAS_MEANING,祥瑞象征,CulturalMeaning,吉祥
entity_JZ_TS_029,麒麟送子,USES_TECHNIQUE,贴塑,CraftTechnique,瑞兽贴塑
entity_JZ_TS_030,招财进宝、祥瑞平安,DEPICTS,善财童子,StoryCharacter,善财童子手捧元宝
entity_JZ_TS_030,招财进宝、祥瑞平安,HAS_MEANING,富贵吉祥,CulturalMeaning,招财进宝、财源广进
entity_JZ_TS_030,招财进宝、祥瑞平安,HAS_MEANING,吉祥喜庆,CulturalMeaning,祥瑞平安
entity_JZ_TS_030,招财进宝、祥瑞平安,USES_TECHNIQUE,贴塑,CraftTechnique,人物与吉祥图案贴塑
entity_JZ_TS_031,八仙过海,DEPICTS,铁拐李,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,何仙姑,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,汉钟离,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,蓝采和,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,张果老,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,韩湘子,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,吕洞宾,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,DEPICTS,曹国舅,StoryCharacter,八仙过海
entity_JZ_TS_031,八仙过海,HAS_MEANING,得道成仙,CulturalMeaning,各显其能、神通广大
entity_JZ_TS_031,八仙过海,HAS_MEANING,吉祥喜庆,CulturalMeaning,吉祥如意
entity_JZ_TS_031,八仙过海,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_031,八仙过海,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_032,一子定乾坤,DEPICTS,李世民,StoryCharacter,李世民与虬髯客对弈
entity_JZ_TS_032,一子定乾坤,DEPICTS,虬髯客,StoryCharacter,虬髯客
entity_JZ_TS_032,一子定乾坤,DEPICTS,李靖,StoryCharacter,风尘三侠
entity_JZ_TS_032,一子定乾坤,DEPICTS,红拂,StoryCharacter,风尘三侠
entity_JZ_TS_032,一子定乾坤,HAS_MEANING,英雄气概,CulturalMeaning,雄才大略、帝王之气
entity_JZ_TS_032,一子定乾坤,HAS_MEANING,智慧谋略,CulturalMeaning,以小见大、掌控全局
entity_JZ_TS_032,一子定乾坤,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_032,一子定乾坤,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_033,琴棋书画（四艺雅集）,HAS_MEANING,文人雅趣,CulturalMeaning,文人雅趣、清高雅致
entity_JZ_TS_033,琴棋书画（四艺雅集）,USES_TECHNIQUE,贴塑,CraftTechnique,人物贴塑
entity_JZ_TS_034,暗八仙,HAS_MEANING,得道成仙,CulturalMeaning,仙家护佑
entity_JZ_TS_034,暗八仙,HAS_MEANING,吉祥喜庆,CulturalMeaning,吉祥如意
entity_JZ_TS_034,暗八仙,USES_TECHNIQUE,贴塑,CraftTechnique,器物贴塑
entity_JZ_TS_035,文财神,DEPICTS,文财神,StoryCharacter,财帛星君
entity_JZ_TS_035,文财神,HAS_MEANING,富贵吉祥,CulturalMeaning,招财进宝、大吉大利
entity_JZ_TS_035,文财神,USES_TECHNIQUE,贴塑,CraftTechnique,人物贴塑
entity_JZ_TS_036,天官赐福,DEPICTS,天官,StoryCharacter,天官赐福
entity_JZ_TS_036,天官赐福,HAS_MEANING,福运福气,CulturalMeaning,天官赐福、赐福消灾
entity_JZ_TS_036,天官赐福,USES_TECHNIQUE,贴塑,CraftTechnique,人物贴塑
entity_JZ_TS_037,香山九老,DEPICTS,白居易,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,胡杲,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,吉皎,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,刘真,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,郑据,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,卢贞,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,张浑,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,李元爽,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,DEPICTS,僧如满,StoryCharacter,香山九老
entity_JZ_TS_037,香山九老,HAS_MEANING,文人雅趣,CulturalMeaning,文人雅士退隐山林、寄情山水
entity_JZ_TS_037,香山九老,HAS_MEANING,福寿安康,CulturalMeaning,长寿安康、志趣相投
entity_JZ_TS_037,香山九老,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_037,香山九老,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_038,琴棋书画（四艺雅集）（聚贤堂北面）,HAS_MEANING,文人雅趣,CulturalMeaning,文人雅趣、清高雅致
entity_JZ_TS_038,琴棋书画（四艺雅集）（聚贤堂北面）,USES_TECHNIQUE,贴塑,CraftTechnique,人物贴塑
entity_JZ_TS_039,瓦檐狮子,HAS_MEANING,辟邪祈福,CulturalMeaning,镇宅辟邪、威武吉祥
entity_JZ_TS_039,瓦檐狮子,HAS_MEANING,子孙繁衍,CulturalMeaning,子孙昌盛
entity_JZ_TS_039,瓦檐狮子,USES_TECHNIQUE,贴塑,CraftTechnique,瑞兽造型
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,DEPICTS,刘海,StoryCharacter,刘海戏金蟾
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,DEPICTS,东方朔,StoryCharacter,东方朔偷桃
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,HAS_MEANING,富贵吉祥,CulturalMeaning,招财进宝
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,HAS_MEANING,福寿安康,CulturalMeaning,长寿
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,HAS_MEANING,文人雅趣,CulturalMeaning,淡泊名利
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_041,丁山射雁,DEPICTS,薛丁山,StoryCharacter,丁山射雁
entity_JZ_TS_041,丁山射雁,DEPICTS,薛仁贵,StoryCharacter,薛仁贵误射丁山
entity_JZ_TS_041,丁山射雁,HAS_MEANING,孝道伦理,CulturalMeaning,命运弄人、忠孝两难
entity_JZ_TS_041,丁山射雁,HAS_MEANING,英雄气概,CulturalMeaning,父子相认悲剧
entity_JZ_TS_041,丁山射雁,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_041,丁山射雁,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_042,岳家庄（岳云出世）,DEPICTS,岳云,StoryCharacter,岳云拒敌助父
entity_JZ_TS_042,岳家庄（岳云出世）,DEPICTS,银屏,StoryCharacter,岳云姊银屏
entity_JZ_TS_042,岳家庄（岳云出世）,HAS_MEANING,英雄气概,CulturalMeaning,将门虎子、少年英雄
entity_JZ_TS_042,岳家庄（岳云出世）,HAS_MEANING,忠义报国,CulturalMeaning,忠勇报国
entity_JZ_TS_042,岳家庄（岳云出世）,USES_TECHNIQUE,贴塑,CraftTechnique,人物陶塑贴塑
entity_JZ_TS_042,岳家庄（岳云出世）,USES_TECHNIQUE,捏塑,CraftTechnique,捏塑成型
entity_JZ_TS_043,福禄寿全、如意平安,DEPICTS,天官,StoryCharacter,天官、寿星、麻姑
entity_JZ_TS_043,福禄寿全、如意平安,DEPICTS,寿星,StoryCharacter,天官、寿星、麻姑
entity_JZ_TS_043,福禄寿全、如意平安,DEPICTS,麻姑,StoryCharacter,天官、寿星、麻姑
entity_JZ_TS_043,福禄寿全、如意平安,HAS_MEANING,福寿安康,CulturalMeaning,福禄寿全
entity_JZ_TS_043,福禄寿全、如意平安,HAS_MEANING,顺遂平安,CulturalMeaning,如意平安
entity_JZ_TS_043,福禄寿全、如意平安,USES_TECHNIQUE,贴塑,CraftTechnique,人物与吉祥器物贴塑
entity_JZ_TS_044,五老会（睢阳五老）,DEPICTS,杜衍,StoryCharacter,睢阳五老
entity_JZ_TS_044,五老会（睢阳五老）,DEPICTS,毕世长,StoryCharacter,睢阳五老
entity_JZ_TS_044,五老会（睢阳五老）,DEPICTS,朱贯,StoryCharacter,睢阳五老
